customer_id_legacy,transaction_id,purchase_amount,customer_rating,purchase_amount_noisy,purchase_date,customer_id_new,social_media_platform,engagement_score,purchase_interest_score,review_sentiment,customer_engagement_score,moving_avg_purchase,purchase_month,monthly_total_spend,monthly_avg_spend,product_category_Books,product_category_Clothing,product_category_Electronics,product_category_Groceries,product_category_Sports,avg_spent_last_3
161.0,1094.0,103.0,1.4,107.98703811396,2024-04-03,A118,Facebook,76.0,3.9,Negative,47.160000000000004,115.33333333333333,2024-04,103.0,103.0,False,False,False,True,False,115.33333333333333
139.0,1095.0,392.0,4.6,400.6898394469646,2024-04-04,A157,Unknown,78.0,3.5,Neutral,48.199999999999996,392.0,2024-04,392.0,392.0,False,True,False,False,False,392.0
184.0,1096.0,273.0,3.0,251.56165081528496,2024-04-05,,Unknown,78.0,3.5,Neutral,48.199999999999996,273.0,2024-04,273.0,273.0,False,True,False,False,False,273.0
179.0,1097.0,274.0,4.3,287.1315840439267,2024-04-06,A111,Instagram,98.0,4.1,Negative,60.44,382.0,2024-04,274.0,274.0,False,False,False,True,False,382.0
181.0,1098.0,434.0,3.0,401.9986915525335,2024-04-07,A177,LinkedIn,77.0,1.4,Positive,46.76,434.0,2024-04,868.0,434.0,False,True,False,False,False,434.0
181.0,1098.0,434.0,3.0,401.9986915525335,2024-04-07,A177,Twitter,65.0,1.3,Positive,39.52,434.0,2024-04,868.0,434.0,False,True,False,False,False,434.0
152.0,1099.0,452.0,4.6,474.4008583271723,2024-04-08,A152,Facebook,95.0,4.1,Positive,58.64,356.0,2024-04,904.0,452.0,False,True,False,False,False,356.0
152.0,1099.0,452.0,4.6,474.4008583271723,2024-04-08,A152,Instagram,81.0,4.2,Positive,50.28,404.0,2024-04,904.0,452.0,False,True,False,False,False,404.0
123.0,1100.0,175.0,2.6,189.8256143048889,2024-04-09,,Unknown,78.0,3.5,Neutral,48.199999999999996,232.5,2024-04,175.0,175.0,False,True,False,False,False,232.5
125.0,1101.0,179.0,3.0,167.05240385671203,2024-04-10,A166,Instagram,90.0,3.8,Neutral,55.52,179.0,2024-04,537.0,179.0,False,False,True,False,False,179.0
125.0,1101.0,179.0,3.0,167.05240385671203,2024-04-10,A166,Instagram,74.0,4.3,Neutral,46.12,179.0,2024-04,537.0,179.0,False,False,True,False,False,179.0
125.0,1101.0,179.0,3.0,167.05240385671203,2024-04-10,A166,TikTok,56.0,1.5,Neutral,34.2,179.0,2024-04,537.0,179.0,False,False,True,False,False,179.0
188.0,1102.0,102.0,4.6,93.1794967192674,2024-04-11,A192,Instagram,60.0,4.3,Positive,37.72,242.0,2024-04,475.0,237.5,False,False,True,False,False,242.0
159.0,1103.0,221.0,1.4,207.3979848001061,2024-04-12,A170,Unknown,78.0,3.5,Neutral,48.199999999999996,300.6666666666667,2024-04,221.0,221.0,False,False,True,False,False,300.6666666666667
140.0,1104.0,267.0,2.3,260.85988970810183,2024-04-13,A145,Twitter,92.0,2.4,Neutral,56.16,267.0,2024-04,267.0,267.0,False,False,False,True,False,267.0
128.0,1105.0,209.0,4.8,197.9431310247024,2024-04-14,A132,LinkedIn,63.0,3.3,Positive,39.12,209.0,2024-04,209.0,209.0,True,False,False,False,False,209.0
114.0,1106.0,247.0,4.8,244.47386407336333,2024-04-15,A171,Unknown,78.0,3.5,Neutral,48.199999999999996,197.33333333333334,2024-04,247.0,247.0,False,True,False,False,False,197.33333333333334
144.0,1107.0,465.0,3.3,506.2751658086834,2024-04-16,A116,Twitter,78.0,1.1,Negative,47.239999999999995,465.0,2024-04,2325.0,465.0,False,True,False,False,False,465.0
144.0,1107.0,465.0,3.3,506.2751658086834,2024-04-16,A116,LinkedIn,89.0,2.4,Neutral,54.36,465.0,2024-04,2325.0,465.0,False,True,False,False,False,465.0
144.0,1107.0,465.0,3.3,506.2751658086834,2024-04-16,A116,Instagram,81.0,4.6,Neutral,50.44,465.0,2024-04,2325.0,465.0,False,True,False,False,False,465.0
144.0,1107.0,465.0,3.3,506.2751658086834,2024-04-16,A116,TikTok,83.0,1.2,Negative,50.279999999999994,465.0,2024-04,2325.0,465.0,False,True,False,False,False,465.0
164.0,1108.0,296.0,3.5,285.18330838132493,2024-04-17,A119,Unknown,78.0,3.5,Neutral,48.199999999999996,296.0,2024-04,296.0,296.0,False,False,False,True,False,296.0
188.0,1109.0,373.0,2.8,404.00062045989057,2024-04-18,A192,Instagram,60.0,4.3,Positive,37.72,269.0,2024-04,475.0,237.5,False,True,False,False,False,269.0
170.0,1110.0,488.0,3.0,479.952132742237,2024-04-19,A181,Twitter,66.0,2.1,Positive,40.440000000000005,427.5,2024-04,488.0,488.0,False,False,True,False,False,427.5
108.0,1111.0,252.0,2.3,236.16704116246717,2024-04-20,,Unknown,78.0,3.5,Neutral,48.199999999999996,208.5,2024-04,252.0,252.0,True,False,False,False,False,208.5
187.0,1112.0,233.0,3.7,249.7463155312697,2024-04-21,A124,TikTok,75.0,4.6,Neutral,46.84,381.6666666666667,2024-04,2269.8390454813757,252.20433838681953,False,False,False,False,True,381.6666666666667
187.0,1112.0,233.0,3.7,249.7463155312697,2024-04-21,A124,Facebook,95.0,3.7,Positive,58.48,307.3333333333333,2024-04,2269.8390454813757,252.20433838681953,False,False,False,False,True,307.3333333333333
187.0,1112.0,233.0,3.7,249.7463155312697,2024-04-21,A124,LinkedIn,77.0,3.2,Positive,47.48,233.0,2024-04,2269.8390454813757,252.20433838681953,False,False,False,False,True,233.0
100.0,1113.0,172.0,4.0,172.37118893852377,2024-04-22,,Unknown,78.0,3.5,Neutral,48.199999999999996,172.0,2024-04,172.0,172.0,False,True,False,False,False,172.0
107.0,1114.0,450.0,4.2,414.75345354771696,2024-04-23,,Unknown,78.0,3.5,Neutral,48.199999999999996,362.0,2024-04,871.0,435.5,False,False,True,False,False,362.0
187.0,1115.0,304.0,4.2,332.33708519254344,2024-04-24,A124,TikTok,75.0,4.6,Neutral,46.84,256.6666666666667,2024-04,2269.8390454813757,252.20433838681953,False,False,False,False,True,256.6666666666667
187.0,1115.0,304.0,4.2,332.33708519254344,2024-04-24,A124,Facebook,95.0,3.7,Positive,58.48,280.3333333333333,2024-04,2269.8390454813757,252.20433838681953,False,False,False,False,True,280.3333333333333
187.0,1115.0,304.0,4.2,332.33708519254344,2024-04-24,A124,LinkedIn,77.0,3.2,Positive,47.48,304.0,2024-04,2269.8390454813757,252.20433838681953,False,False,False,False,True,304.0
162.0,1116.0,343.0,1.4,360.05176311728394,2024-04-25,A126,TikTok,75.0,3.1,Neutral,46.24,181.66666666666666,2024-04,686.0,343.0,True,False,False,False,False,181.66666666666666
162.0,1116.0,343.0,1.4,360.05176311728394,2024-04-25,A126,Facebook,98.0,4.3,Negative,60.519999999999996,262.3333333333333,2024-04,686.0,343.0,True,False,False,False,False,262.3333333333333
110.0,1117.0,329.0,3.0,355.9724136705722,2024-04-26,A137,LinkedIn,93.0,3.5,Neutral,57.199999999999996,329.0,2024-04,658.0,329.0,False,False,False,False,True,329.0
110.0,1117.0,329.0,3.0,355.9724136705722,2024-04-26,A137,TikTok,99.0,3.1,Positive,60.64,329.0,2024-04,658.0,329.0,False,False,False,False,True,329.0
180.0,1118.0,374.0,1.2,353.5186873793063,2024-04-27,A131,LinkedIn,87.0,3.0,Positive,53.4,287.5,2024-04,374.0,374.0,False,False,True,False,False,287.5
107.0,1119.0,421.0,3.2,406.3577683468515,2024-04-28,,Unknown,78.0,3.5,Neutral,48.199999999999996,381.6666666666667,2024-04,871.0,435.5,False,False,False,False,True,381.6666666666667
134.0,1120.0,147.0,2.8,135.9825137676332,2024-04-29,A120,Facebook,83.0,1.4,Positive,50.36,237.66666666666666,2024-04,1182.0,197.0,False,False,False,True,False,237.66666666666666
134.0,1120.0,147.0,2.8,135.9825137676332,2024-04-29,A120,Instagram,56.0,3.0,Positive,34.800000000000004,192.33333333333334,2024-04,1182.0,197.0,False,False,False,True,False,192.33333333333334
134.0,1120.0,147.0,2.8,135.9825137676332,2024-04-29,A120,Instagram,92.0,3.6,Positive,56.63999999999999,147.0,2024-04,1182.0,197.0,False,False,False,True,False,147.0
134.0,1121.0,247.0,4.6,255.2205728517313,2024-04-30,A120,Facebook,83.0,1.4,Positive,50.36,180.33333333333334,2024-04,1182.0,197.0,False,False,False,False,True,180.33333333333334
134.0,1121.0,247.0,4.6,255.2205728517313,2024-04-30,A120,Instagram,56.0,3.0,Positive,34.800000000000004,213.66666666666666,2024-04,1182.0,197.0,False,False,False,False,True,213.66666666666666
134.0,1121.0,247.0,4.6,255.2205728517313,2024-04-30,A120,Instagram,92.0,3.6,Positive,56.63999999999999,247.0,2024-04,1182.0,197.0,False,False,False,False,True,247.0
132.0,1122.0,444.0,2.4,452.10022612816624,2024-05-01,A134,Unknown,78.0,3.5,Neutral,48.199999999999996,253.0,2024-05,752.0,376.0,False,True,False,False,False,253.0
104.0,1123.0,289.0,1.5,280.7269562578197,2024-05-02,A192,Instagram,60.0,4.3,Positive,37.72,289.0,2024-05,698.0,349.0,False,True,False,False,False,289.0
140.0,1124.0,193.0,1.6,186.09618024255684,2024-05-03,A145,Twitter,92.0,2.4,Neutral,56.16,230.0,2024-05,582.70155331939,194.23385110646333,False,False,False,True,False,230.0
127.0,1125.0,146.0,4.0,159.73374703649833,2024-05-04,A144,Twitter,70.0,1.3,Positive,42.52,146.0,2024-05,146.0,146.0,False,False,True,False,False,146.0
106.0,1126.0,250.0,3.5,238.18412960262023,2024-05-05,A102,LinkedIn,51.0,4.8,Neutral,32.519999999999996,323.5,2024-05,250.0,250.0,False,True,False,False,False,323.5
172.0,1127.0,173.0,1.4,170.0797045697633,2024-05-06,,Unknown,78.0,3.5,Neutral,48.199999999999996,206.0,2024-05,353.8013215627871,176.90066078139355,True,False,False,False,False,206.0
171.0,1128.0,236.0,1.3,234.77616763494143,2024-05-07,,Unknown,78.0,3.5,Neutral,48.199999999999996,181.0,2024-05,236.0,236.0,False,True,False,False,False,181.0
111.0,1129.0,375.0,3.8,364.3275609604706,2024-05-08,A137,LinkedIn,93.0,3.5,Neutral,57.199999999999996,375.0,2024-05,750.0,375.0,False,True,False,False,False,375.0
111.0,1129.0,375.0,3.8,364.3275609604706,2024-05-08,A137,TikTok,99.0,3.1,Positive,60.64,375.0,2024-05,750.0,375.0,False,True,False,False,False,375.0
133.0,1130.0,398.0,1.3,383.7832437710481,2024-05-09,,Unknown,78.0,3.5,Neutral,48.199999999999996,417.0,2024-05,398.0,398.0,False,False,True,False,False,417.0
132.0,1131.0,308.0,4.3,314.9142254914494,2024-05-10,A134,Unknown,78.0,3.5,Neutral,48.199999999999996,271.3333333333333,2024-05,752.0,376.0,False,False,False,False,True,271.3333333333333
147.0,1132.0,197.0,3.8,188.04650341603264,2024-05-11,A159,Unknown,78.0,3.5,Neutral,48.199999999999996,216.5,2024-05,197.0,197.0,False,True,False,False,False,216.5
122.0,1133.0,301.0,1.3,287.53765451613384,2024-05-12,A123,Unknown,78.0,3.5,Neutral,48.199999999999996,301.0,2024-05,301.0,301.0,False,False,False,True,False,301.0
161.0,1134.0,492.0,1.3,475.9288994380128,2024-05-13,A118,Facebook,76.0,3.9,Negative,47.160000000000004,248.33333333333334,2024-05,949.8583123497326,474.9291561748663,False,False,False,False,True,248.33333333333334
187.0,1135.0,469.0,4.9,497.7040560996194,2024-05-14,A124,TikTok,75.0,4.6,Neutral,46.84,359.0,2024-05,1407.0,469.0,True,False,False,False,False,359.0
187.0,1135.0,469.0,4.9,497.7040560996194,2024-05-14,A124,Facebook,95.0,3.7,Positive,58.48,414.0,2024-05,1407.0,469.0,True,False,False,False,False,414.0
187.0,1135.0,469.0,4.9,497.7040560996194,2024-05-14,A124,LinkedIn,77.0,3.2,Positive,47.48,469.0,2024-05,1407.0,469.0,True,False,False,False,False,469.0
136.0,1136.0,452.0,2.5,437.1022699167595,2024-05-15,A107,Twitter,96.0,1.9,Neutral,58.35999999999999,452.0,2024-05,1356.0,452.0,False,False,True,False,False,452.0
136.0,1136.0,452.0,2.5,437.1022699167595,2024-05-15,A107,Facebook,62.0,4.4,Positive,38.959999999999994,452.0,2024-05,1356.0,452.0,False,False,True,False,False,452.0
136.0,1136.0,452.0,2.5,437.1022699167595,2024-05-15,A107,Twitter,73.0,4.2,Positive,45.48,452.0,2024-05,1356.0,452.0,False,False,True,False,False,452.0
198.0,1137.0,395.0,2.5,379.2501408726375,2024-05-16,A132,LinkedIn,63.0,3.3,Positive,39.12,395.0,2024-05,861.0,430.5,True,False,False,False,False,395.0
143.0,1138.0,196.0,4.3,198.38542795269308,2024-05-17,,Unknown,78.0,3.5,Neutral,48.199999999999996,281.6666666666667,2024-05,196.0,196.0,False,False,False,False,True,281.6666666666667
185.0,1139.0,197.0,4.8,205.42897974118569,2024-05-18,,Unknown,78.0,3.5,Neutral,48.199999999999996,197.0,2024-05,197.0,197.0,False,False,False,False,True,197.0
190.0,1140.0,401.0,4.9,394.8938992521197,2024-05-19,A133,Twitter,72.0,1.9,Positive,43.959999999999994,355.6666666666667,2024-05,1203.0,401.0,False,False,False,False,True,355.6666666666667
190.0,1140.0,401.0,4.9,394.8938992521197,2024-05-19,A133,Twitter,71.0,4.8,Negative,44.52,378.3333333333333,2024-05,1203.0,401.0,False,False,False,False,True,378.3333333333333
190.0,1140.0,401.0,4.9,394.8938992521197,2024-05-19,A133,Instagram,52.0,2.7,Positive,32.28,401.0,2024-05,1203.0,401.0,False,False,False,False,True,401.0
134.0,1141.0,248.0,4.0,233.7194426745587,2024-05-20,A120,Facebook,83.0,1.4,Positive,50.36,247.33333333333334,2024-05,1499.9724052366946,249.99540087278243,True,False,False,False,False,247.33333333333334
134.0,1141.0,248.0,4.0,233.7194426745587,2024-05-20,A120,Instagram,56.0,3.0,Positive,34.800000000000004,247.66666666666666,2024-05,1499.9724052366946,249.99540087278243,True,False,False,False,False,247.66666666666666
134.0,1141.0,248.0,4.0,233.7194426745587,2024-05-20,A120,Instagram,92.0,3.6,Positive,56.63999999999999,248.0,2024-05,1499.9724052366946,249.99540087278243,True,False,False,False,False,248.0
164.0,1142.0,357.0,2.5,362.9096078126394,2024-05-21,A119,Unknown,78.0,3.5,Neutral,48.199999999999996,326.5,2024-05,357.0,357.0,False,False,False,False,True,326.5
198.0,1143.0,466.0,3.0,423.7337309388329,2024-05-22,A132,LinkedIn,63.0,3.3,Positive,39.12,430.5,2024-05,861.0,430.5,True,False,False,False,False,430.5
146.0,1144.0,473.0,4.1,510.5003603992335,2024-05-23,A196,Instagram,85.0,3.9,Negative,52.56,328.6666666666667,2024-05,473.0,473.0,False,False,False,False,True,328.6666666666667
177.0,1145.0,177.0,3.2,179.3413547727698,2024-05-24,A183,TikTok,90.0,4.1,Positive,55.64,178.33333333333334,2024-05,354.0,177.0,False,False,False,True,False,178.33333333333334
177.0,1145.0,177.0,3.2,179.3413547727698,2024-05-24,A183,TikTok,72.0,5.0,Positive,45.199999999999996,177.66666666666666,2024-05,354.0,177.0,False,False,False,True,False,177.66666666666666
102.0,1146.0,88.0,2.7,89.70325685305505,2024-05-25,,Unknown,78.0,3.5,Neutral,48.199999999999996,189.66666666666666,2024-05,88.0,88.0,False,False,False,False,True,189.66666666666666
100.0,1147.0,387.0,4.6,382.4596280499472,2024-05-26,,Unknown,78.0,3.5,Neutral,48.199999999999996,279.5,2024-05,387.0,387.0,True,False,False,False,False,279.5
104.0,1148.0,409.0,1.4,434.899332012253,2024-05-27,A192,Instagram,60.0,4.3,Positive,37.72,349.0,2024-05,698.0,349.0,False,True,False,False,False,349.0
189.0,1149.0,178.0,3.0,171.26721128482765,2024-05-28,A173,TikTok,63.0,4.3,Negative,39.519999999999996,288.6666666666667,2024-05,356.0,178.0,False,False,False,False,True,288.6666666666667
189.0,1149.0,178.0,3.0,171.26721128482765,2024-05-28,A173,Facebook,78.0,3.9,Negative,48.36,233.33333333333334,2024-05,356.0,178.0,False,False,False,False,True,233.33333333333334
113.0,1150.0,316.0,1.0,323.32350011025886,2024-05-29,A196,Instagram,85.0,3.9,Negative,52.56,325.0,2024-05,626.0335791206288,313.0167895603144,False,True,False,False,False,325.0
188.71593972369823,1135.3119890406724,457.456405495121,4.525613151193114,488.3104320915781,2024-01-01,,Unknown,78.0,3.5,Neutral,48.199999999999996,457.456405495121,2024-01,457.456405495121,457.456405495121,True,False,False,False,False,457.456405495121
105.1742508365046,1076.1490936502234,280.257491634954,1.5464668897345597,275.8665010163416,2024-01-02,,Unknown,78.0,3.5,Neutral,48.199999999999996,280.257491634954,2024-01,280.257491634954,280.257491634954,True,False,False,False,False,280.257491634954
108.297078961954,1142.851460519023,381.1117504140972,4.171763666479793,373.62893097553314,2024-01-03,,Unknown,78.0,3.5,Neutral,48.199999999999996,381.1117504140972,2024-01,381.1117504140972,381.1117504140972,True,False,False,False,False,381.1117504140972
153.58996489431112,1041.6122651291753,150.67359077505176,3.3207805082202464,147.49608632343282,2024-01-04,,Unknown,78.0,3.5,Neutral,48.199999999999996,150.67359077505176,2024-01,286.96375614392264,143.48187807196132,True,False,False,False,False,150.67359077505176
190.2112016442435,1135.5838548444078,447.3973707569074,4.199374186710509,431.7789160386088,2024-01-05,,Unknown,78.0,3.5,Neutral,48.199999999999996,447.3973707569074,2024-01,447.3973707569074,447.3973707569074,True,False,False,False,False,447.3973707569074
197.90902180232248,1085.053113262393,161.89707752852098,2.5205844942958024,158.28775990031622,2024-01-06,,Unknown,78.0,3.5,Neutral,48.199999999999996,161.89707752852098,2024-01,491.58346664412136,163.86115554804044,True,False,False,False,False,161.89707752852098
159.09027044351402,1036.3239665048725,110.69909852161994,2.939117192189407,108.56888744475528,2024-01-07,,Unknown,78.0,3.5,Neutral,48.199999999999996,110.69909852161994,2024-01,110.69909852161994,110.69909852161994,True,False,False,False,False,110.69909852161994
146.6702294367983,1041.0053441551977,160.35114718399157,3.5167557359199577,165.01774898596065,2024-01-08,,Unknown,78.0,3.5,Neutral,48.199999999999996,160.35114718399157,2024-01,160.35114718399157,160.35114718399157,True,False,False,False,False,160.35114718399157
189.33573021746105,1135.4246782213563,453.28690580980754,4.390386134372138,484.46807940126735,2024-01-09,,Unknown,78.0,3.5,Neutral,48.199999999999996,453.28690580980754,2024-01,453.28690580980754,453.28690580980754,True,False,False,False,False,453.28690580980754
100.1818249672071,1130.9994028857752,390.8183243113491,4.218167568865089,362.4565856444893,2024-01-10,,Unknown,78.0,3.5,Neutral,48.199999999999996,390.8183243113491,2024-01,390.8183243113491,390.8183243113491,True,False,False,False,False,390.8183243113491
153.84580488982596,1111.3000139315138,439.5416724714641,2.6674996517121548,427.5290826145598,2024-01-11,,Unknown,78.0,3.5,Neutral,48.199999999999996,439.5416724714641,2024-01,439.5416724714641,439.5416724714641,False,True,False,False,False,439.5416724714641
180.30193148201377,1110.99949831636,373.199949831636,2.8999749158180026,377.7492629528597,2024-01-12,,Unknown,78.0,3.5,Neutral,48.199999999999996,373.199949831636,2024-01,757.1900168028553,378.59500840142766,False,True,False,False,False,373.199949831636
186.9184977839317,1054.3841380885526,403.2820620499114,3.6111266620511993,394.8833743440627,2024-01-13,,Unknown,78.0,3.5,Neutral,48.199999999999996,403.2820620499114,2024-01,403.2820620499114,403.2820620499114,False,True,False,False,False,403.2820620499114
107.33708611139022,1117.3269536106366,274.98423833216106,2.601238416758772,276.2390263527077,2024-01-14,,Unknown,78.0,3.5,Neutral,48.199999999999996,274.98423833216106,2024-01,274.98423833216106,274.98423833216106,False,True,False,False,False,274.98423833216106
149.14266364156117,1102.285936812205,450.85706545662447,4.2856930005717295,422.4762746733732,2024-01-15,,Unknown,78.0,3.5,Neutral,48.199999999999996,450.85706545662447,2024-01,450.85706545662447,450.85706545662447,False,True,False,False,False,450.85706545662447
156.21890344679014,1082.2130815793685,473.7277881762787,2.741421556718165,459.1189239526853,2024-01-16,,Unknown,78.0,3.5,Neutral,48.199999999999996,473.7277881762787,2024-01,971.6073903270121,485.80369516350606,False,True,False,False,False,473.7277881762787
134.7641673723279,1120.6461221033496,443.435884209729,2.43384694741626,408.9326256352204,2024-01-17,,Unknown,78.0,3.5,Neutral,48.199999999999996,443.435884209729,2024-01,443.435884209729,443.435884209729,False,True,False,False,False,443.435884209729
174.50666064522628,1109.6582624612695,372.5758009080216,1.871408143361232,348.43271248317353,2024-01-18,,Unknown,78.0,3.5,Neutral,48.199999999999996,372.5758009080216,2024-01,372.5758009080216,372.5758009080216,False,False,True,False,False,372.5758009080216
160.10833449429282,1062.345874547395,91.85418117866024,1.6674996517121548,99.77951950918434,2024-01-19,,Unknown,78.0,3.5,Neutral,48.199999999999996,91.85418117866024,2024-01,91.85418117866024,91.85418117866024,False,False,False,True,False,91.85418117866024
140.70057693618594,1074.4019063978317,431.0010033672799,3.710072744127792,460.9382689150663,2024-01-20,,Unknown,78.0,3.5,Neutral,48.199999999999996,431.0010033672799,2024-01,843.4372218852016,421.7186109426008,False,False,False,True,False,431.0010033672799
124.8809423822251,1045.7994401661567,208.99220900273707,3.5836995567863466,202.7946767381588,2024-01-21,,Unknown,78.0,3.5,Neutral,48.199999999999996,208.99220900273707,2024-01,408.0800689162168,204.0400344581084,False,False,False,True,False,208.99220900273707
173.99437083291468,1100.6707947225293,281.3415894450585,4.033033111088782,264.4433002925066,2024-01-22,,Unknown,78.0,3.5,Neutral,48.199999999999996,281.3415894450585,2024-01,281.3415894450585,281.3415894450585,False,False,False,True,False,281.3415894450585
185.4283295519515,1064.286207714019,284.0001354509072,3.2428600453765823,301.0007582094918,2024-01-23,,Unknown,78.0,3.5,Neutral,48.199999999999996,284.0001354509072,2024-01,284.0001354509072,284.0001354509072,False,False,False,True,False,284.0001354509072
160.3017769458977,1033.4142155671816,77.34911152705115,2.6508884729488527,73.65041813579067,2024-01-24,,Unknown,78.0,3.5,Neutral,48.199999999999996,77.34911152705115,2024-01,77.34911152705115,77.34911152705115,False,False,False,True,False,77.34911152705115
160.8871768419458,1089.994777889076,101.5897105243225,1.43384694741626,93.49364141610164,2024-01-25,,Unknown,78.0,3.5,Neutral,48.199999999999996,101.5897105243225,2024-01,101.5897105243225,101.5897105243225,False,False,False,True,False,101.5897105243225
174.0,1151.0,103.88550984051015,2.6,119.48106246251515,2024-01-10,A148,Facebook,75.0,1.7,Neutral,45.68,147.96183661350338,2024-01,443.88550984051017,147.96183661350338,False,False,False,False,True,147.96183661350338
148.0,1151.0,122.6293483610596,4.4,128.5306015586506,2024-01-30,,Unknown,78.0,3.5,Neutral,48.199999999999996,128.8146741805298,2024-01,257.6293483610596,128.8146741805298,False,False,False,False,True,128.8146741805298
161.0,1151.0,457.8583123497326,1.3,512.7851456034746,2024-05-13,A118,Facebook,76.0,3.9,Negative,47.160000000000004,350.9527707832442,2024-05,949.8583123497326,474.9291561748663,False,False,False,False,True,350.9527707832442
187.0,1151.0,370.6564819031828,1.7,433.0482040632947,2024-01-11,A124,TikTok,75.0,4.6,Neutral,46.84,436.2188273010609,2024-01,3682.9694457095484,409.2188273010609,False,False,False,False,True,436.2188273010609
187.0,1151.0,370.6564819031828,1.7,433.0482040632947,2024-01-11,A124,Facebook,95.0,3.7,Positive,58.48,403.4376546021219,2024-01,3682.9694457095484,409.2188273010609,False,False,False,False,True,403.4376546021219
187.0,1151.0,370.6564819031828,1.7,433.0482040632947,2024-01-11,A124,LinkedIn,77.0,3.2,Positive,47.48,370.6564819031828,2024-01,3682.9694457095484,409.2188273010609,False,False,False,False,True,370.6564819031828
133.0,1151.0,427.64255298441583,4.2,460.1706244408521,2024-03-23,,Unknown,78.0,3.5,Neutral,48.199999999999996,420.547517661472,2024-03,863.6425529844158,431.8212764922079,False,False,False,False,True,420.547517661472
121.0,1151.0,135.0959218940795,3.9,139.73672983475225,2024-01-15,A185,TikTok,90.0,3.4,Neutral,55.36,202.36530729802652,2024-01,2064.383687576318,172.03197396469318,False,False,False,False,True,202.36530729802652
121.0,1151.0,135.0959218940795,3.9,139.73672983475225,2024-01-15,A185,Facebook,78.0,2.4,Positive,47.76,168.73061459605302,2024-01,2064.383687576318,172.03197396469318,False,False,False,False,True,168.73061459605302
121.0,1151.0,135.0959218940795,3.9,139.73672983475225,2024-01-15,A185,TikTok,59.0,3.6,Positive,36.839999999999996,135.0959218940795,2024-01,2064.383687576318,172.03197396469318,False,False,False,False,True,135.0959218940795
121.0,1151.0,135.0959218940795,3.9,139.73672983475225,2024-01-15,A185,TikTok,50.0,1.5,Negative,30.6,135.0959218940795,2024-01,2064.383687576318,172.03197396469318,False,False,False,False,True,135.0959218940795
187.0,1151.0,219.61301516045856,3.7,268.18225162265725,2024-04-21,A124,TikTok,75.0,4.6,Neutral,46.84,320.30865965560804,2024-04,2269.8390454813757,252.20433838681953,False,False,False,False,True,320.30865965560804
187.0,1151.0,219.61301516045856,3.7,268.18225162265725,2024-04-21,A124,Facebook,95.0,3.7,Positive,58.48,269.9608374080333,2024-04,2269.8390454813757,252.20433838681953,False,False,False,False,True,269.9608374080333
187.0,1151.0,219.61301516045856,3.7,268.18225162265725,2024-04-21,A124,LinkedIn,77.0,3.2,Positive,47.48,219.61301516045856,2024-04,2269.8390454813757,252.20433838681953,False,False,False,False,True,219.61301516045856
102.0,1151.0,97.16325291588552,3.2,108.08235849346848,2024-01-14,,Unknown,78.0,3.5,Neutral,48.199999999999996,188.38775097196185,2024-01,198.16325291588552,99.08162645794276,False,False,True,False,False,188.38775097196185
180.0,1151.0,203.6510473304098,2.3,190.01254340064787,2024-03-09,A131,LinkedIn,87.0,3.0,Positive,53.4,259.5503491101366,2024-03,404.6510473304098,202.3255236652049,False,False,True,False,False,259.5503491101366
114.0,1151.0,443.71667254848126,2.1,418.4609921515181,2024-01-03,A171,Unknown,78.0,3.5,Neutral,48.199999999999996,284.23889084949377,2024-01,885.7166725484813,442.8583362742406,False,False,True,False,False,284.23889084949377
158.0,1151.0,116.80103005259252,2.9,96.5596707722109,2024-02-01,A126,TikTok,75.0,3.1,Neutral,46.24,115.60034335086418,2024-02,689.910641115283,114.98510685254718,False,False,True,False,False,115.60034335086418
158.0,1151.0,116.80103005259252,2.9,96.5596707722109,2024-02-01,A126,Facebook,98.0,4.3,Negative,60.519999999999996,116.20068670172834,2024-02,689.910641115283,114.98510685254718,False,False,True,False,False,116.20068670172834
132.0,1151.0,62.85518078428282,4.0,71.54412768058957,2024-01-25,A134,Unknown,78.0,3.5,Neutral,48.199999999999996,271.6183935947609,2024-01,124.85518078428282,62.42759039214141,False,False,True,False,False,271.6183935947609
158.0,1151.0,113.154290505049,2.9,103.99491741854102,2024-02-01,A126,TikTok,75.0,3.1,Neutral,46.24,115.58545020341136,2024-02,689.910641115283,114.98510685254718,False,False,True,False,False,115.58545020341136
158.0,1151.0,113.154290505049,2.9,103.99491741854102,2024-02-01,A126,Facebook,98.0,4.3,Negative,60.519999999999996,114.36987035423017,2024-02,689.910641115283,114.98510685254718,False,False,True,False,False,114.36987035423017
161.0,1151.0,101.33912722417035,1.2,91.31955590563392,2024-02-10,A118,Facebook,76.0,3.9,Negative,47.160000000000004,350.3991465246343,2024-02,687.5254164521857,137.50508329043714,False,False,True,False,False,350.3991465246343
113.0,1151.0,310.0335791206288,1.0,350.2800510758194,2024-05-29,A196,Instagram,85.0,3.9,Negative,52.56,371.6778597068763,2024-05,626.0335791206288,313.0167895603144,False,True,False,False,False,371.6778597068763
186.0,1151.0,412.3212541623877,4.3,390.8382907733329,2024-01-08,A160,TikTok,56.0,2.6,Positive,34.64,316.7737513874626,2024-01,2523.963762487163,420.6606270811938,False,True,False,False,False,316.7737513874626
186.0,1151.0,412.3212541623877,4.3,390.8382907733329,2024-01-08,A160,LinkedIn,73.0,2.0,Neutral,44.599999999999994,364.54750277492514,2024-01,2523.963762487163,420.6606270811938,False,True,False,False,False,364.54750277492514
