purchase_amount,customer_rating,engagement_score,purchase_interest_score,customer_engagement_score,monthly_total_spend,monthly_avg_spend,avg_spent_last_3,transaction_id,customer_id_legacy,purchase_date,social_media_platform,review_sentiment
178.0,3.0,63.0,4.3,39.52,356.0,178.0,288.6666666666667,1149.0,189.0,2024-05-28,TikTok,Negative
178.0,3.0,78.0,3.9,48.36,356.0,178.0,233.33333333333331,1149.0,189.0,2024-05-28,Facebook,Negative
316.0,1.0,85.0,3.9,52.56,316.0,316.0,325.0,1150.0,113.0,2024-05-29,Instagram,Negative
457.456405495121,4.525613151193114,77.0,3.65,47.66,457.456405495121,457.456405495121,457.456405495121,1135.3119890406724,188.71593972369823,2024-01-01,Unknown,Neutral
280.257491634954,1.5464668897345597,77.0,3.65,47.66,280.257491634954,280.257491634954,280.257491634954,1076.1490936502234,105.1742508365046,2024-01-02,Unknown,Neutral
381.1117504140972,4.171763666479793,77.0,3.65,47.66,381.1117504140972,381.1117504140972,381.1117504140972,1142.851460519023,108.297078961954,2024-01-03,Unknown,Neutral
141.65686559890366,2.6595539953027165,77.0,3.65,47.66,141.65686559890366,141.65686559890366,141.65686559890366,1065.6568655989036,183.04460046972835,2024-01-04,Unknown,Neutral
445.2731530235192,2.854036288898022,63.0,3.3,39.12,445.2731530235192,445.2731530235192,435.424384341173,1141.2484354667763,198.0,2024-01-05,LinkedIn,Positive
162.30876741443703,2.5226429437253826,77.0,3.65,47.66,325.4282668612117,162.71413343060584,162.30876741443703,1085.1766202281678,197.99135977950567,2024-01-06,Unknown,Neutral
110.69909852161994,2.939117192189407,77.0,3.65,47.66,110.69909852161994,110.69909852161994,110.69909852161994,1036.3239665048725,159.09027044351402,2024-01-07,Unknown,Neutral
160.35114718399157,3.5167557359199577,77.0,3.65,47.66,160.35114718399157,160.35114718399157,160.35114718399157,1041.0053441551977,146.6702294367983,2024-01-08,Unknown,Neutral
453.28690580980754,4.390386134372138,77.0,3.65,47.66,453.28690580980754,453.28690580980754,453.28690580980754,1135.4246782213563,189.33573021746105,2024-01-09,Unknown,Neutral
390.8183243113491,4.218167568865089,77.0,3.65,47.66,390.8183243113491,390.8183243113491,390.8183243113491,1130.9994028857752,100.1818249672071,2024-01-10,Unknown,Neutral
428.3958536501243,1.9541672471464089,77.0,3.65,47.66,428.3958536501243,428.3958536501243,428.3958536501243,1133.5916515741933,119.51668292009944,2024-01-11,Unknown,Neutral
373.199949831636,2.8999749158180026,77.0,3.65,47.66,373.199949831636,373.199949831636,373.199949831636,1110.99949831636,180.30193148201377,2024-01-12,Unknown,Neutral
403.2820620499114,3.6111266620511993,77.0,3.65,47.66,403.2820620499114,403.2820620499114,403.2820620499114,1054.3841380885526,186.9184977839317,2024-01-13,Unknown,Neutral
274.98423833216106,2.601238416758772,77.0,3.65,47.66,274.98423833216106,274.98423833216106,274.98423833216106,1117.3269536106366,107.33708611139022,2024-01-14,Unknown,Neutral
453.8572686329852,4.4142731367014765,77.0,3.65,47.66,453.8572686329852,453.8572686329852,453.8572686329852,1100.1429345433755,150.85706545662447,2024-01-15,Unknown,Neutral
473.7277881762787,2.741421556718165,77.0,3.65,47.66,473.7277881762787,473.7277881762787,473.7277881762787,1082.2130815793685,156.21890344679014,2024-01-16,Unknown,Neutral
442.0255947340515,2.3435884209729,77.0,3.65,47.66,442.0255947340515,442.0255947340515,442.0255947340515,1123.4667010547046,130.4204757872412,2024-01-17,Unknown,Neutral
377.355058829183,4.420345701313977,77.0,3.65,47.66,377.355058829183,377.355058829183,377.355058829183,1051.5106244204726,112.37630767012811,2024-01-18,Unknown,Neutral
122.616641125558,2.024165853995028,77.0,3.65,47.66,122.616641125558,122.616641125558,122.616641125558,1105.5916515741933,148.96251567295303,2024-01-19,Unknown,Neutral
429.1014799667378,3.750062710454993,77.0,3.65,47.66,429.1014799667378,429.1014799667378,429.1014799667378,1076.5013796300098,144.39964882145205,2024-01-20,Unknown,Neutral
208.99220900273707,3.5836995567863466,77.0,3.65,47.66,208.99220900273707,208.99220900273707,208.99220900273707,1045.7994401661567,124.8809423822251,2024-01-21,Unknown,Neutral
276.6696688891122,3.932920527747076,77.0,3.65,47.66,276.6696688891122,276.6696688891122,276.6696688891122,1083.6516555544392,182.33708611139025,2024-01-22,Unknown,Neutral
289.143340896097,3.2142866817921942,77.0,3.65,47.66,289.143340896097,289.143340896097,289.143340896097,1056.4285327283123,188.8571331820781,2024-01-23,Unknown,Neutral
77.34911152705115,2.6508884729488527,77.0,3.65,47.66,77.34911152705115,77.34911152705115,77.34911152705115,1033.4142155671816,160.3017769458977,2024-01-24,Unknown,Neutral
105.4821094771924,1.4789762106379405,77.0,3.65,47.66,105.4821094771924,105.4821094771924,105.4821094771924,1095.4667010547046,159.4768873662683,2024-01-25,Unknown,Neutral
143.89735341680804,2.7,76.0,3.9,47.16,293.8973534168081,146.94867670840404,246.2991178056027,1151.0,161.0,2024-03-25,Facebook,Negative
454.1361995940433,3.3,77.0,3.65,47.66,888.1361995940433,444.06809979702166,401.7120665313478,1151.0,117.0,2024-02-20,Unknown,Neutral
382.362778664749,1.7,51.0,4.8,32.52,1169.7209214037698,389.9069738012566,343.120926221583,1151.0,106.0,2024-02-16,LinkedIn,Neutral
203.9584381820621,4.3,89.0,4.0,55.0,574.9584381820621,191.652812727354,191.652812727354,1151.0,103.0,2024-03-12,LinkedIn,Negative
390.3581427390208,1.7,51.0,4.8,32.52,1169.7209214037698,389.9069738012566,340.9069738012566,1151.0,106.0,2024-02-16,LinkedIn,Neutral
379.9317071545098,2.3,70.0,3.3,43.32,787.9317071545098,393.9658535772549,393.9658535772549,1151.0,151.0,2024-01-01,Facebook,Negative
214.5850103679427,4.8,77.0,3.65,47.66,411.5850103679427,205.79250518397131,205.79250518397131,1151.0,185.0,2024-05-18,Unknown,Neutral
337.927980950956,4.5,77.0,3.65,47.66,1183.2957666613408,295.8239416653352,311.309326983652,1151.0,153.0,2024-03-17,Unknown,Neutral
387.6994459505689,1.2,87.0,3.0,53.4,761.6994459505688,380.8497229752844,320.8998153168563,1151.0,180.0,2024-04-27,LinkedIn,Positive
201.189872712544,2.3,87.0,3.0,53.4,402.189872712544,201.094936356272,320.9631062210376,1151.0,180.0,2024-03-09,LinkedIn,Positive
223.5431441228919,3.6,77.0,3.65,47.66,462.54314412289193,231.271572061446,211.84771470763064,1151.0,172.0,2024-02-18,Unknown,Neutral
333.65709851967017,4.2,52.0,4.9,33.16,665.6570985196702,332.8285492598351,385.5523661732234,1151.0,192.0,2024-01-02,Instagram,Positive
444.8481962219658,2.5,96.0,1.9,58.35999999999999,2690.544588665897,448.42409811098287,449.6160654073219,1151.0,136.0,2024-05-15,Twitter,Neutral
444.8481962219658,2.5,62.0,4.4,38.96,2690.544588665897,448.42409811098287,447.2321308146438,1151.0,136.0,2024-05-15,Facebook,Positive
444.8481962219658,2.5,73.0,4.2,45.48,2690.544588665897,448.42409811098287,444.8481962219658,1151.0,136.0,2024-05-15,Twitter,Positive
325.5237592370468,3.0,77.0,3.65,47.66,660.5237592370468,330.2618796185234,330.2618796185234,1151.0,154.0,2024-02-12,Unknown,Neutral
304.55148824878586,2.6,76.0,3.9,47.16,807.5514882487859,201.8878720621965,313.48294722186466,1151.0,161.0,2024-02-07,Facebook,Negative
272.4794892412977,2.0,77.0,3.65,47.66,562.4794892412976,281.2397446206488,245.82649641376588,1151.0,123.0,2024-01-13,Unknown,Neutral
58.565062801622574,1.3,77.0,3.65,47.66,122.56506280162256,61.28253140081129,61.28253140081129,1151.0,160.0,2024-01-05,Unknown,Neutral
256.8469227635369,2.8,77.0,3.65,47.66,754.3922961654848,251.46409872182824,181.2823075878456,1151.0,171.0,2024-01-04,Unknown,Neutral
178.49896712200123,4.0,77.0,3.65,47.66,350.4989671220012,175.2494835610006,245.83298904066703,1151.0,100.0,2024-04-22,Unknown,Neutral
251.4288254918217,1.3,77.0,3.65,47.66,487.4288254918217,243.7144127459109,248.09191608511955,1151.0,171.0,2024-05-07,Unknown,Neutral
241.5453734019479,2.8,77.0,3.65,47.66,754.3922961654848,251.46409872182824,249.94037388576885,1151.0,171.0,2024-01-04,Unknown,Neutral
273.7248694122151,1.3,77.0,3.65,47.66,574.7248694122152,287.3624347061076,287.3624347061076,1151.0,122.0,2024-05-12,Unknown,Neutral
445.7472274752486,4.8,75.0,4.6,46.84,3908.2416824257457,434.24907582508285,461.24907582508285,1151.0,187.0,2024-01-18,TikTok,Neutral
445.7472274752486,4.8,95.0,3.7,58.48,3908.2416824257457,434.24907582508285,453.4981516501657,1151.0,187.0,2024-01-18,Facebook,Positive
445.7472274752486,4.8,77.0,3.2,47.48,3908.2416824257457,434.24907582508285,445.7472274752486,1151.0,187.0,2024-01-18,LinkedIn,Positive
79.22711422941953,2.0,77.0,3.65,47.66,157.22711422941953,78.61355711470976,162.07570474313982,1151.0,159.0,2024-01-23,Unknown,Neutral
219.8956558119125,1.3,90.0,4.1,55.64,881.791311623825,220.44782790595625,191.29855193730415,1151.0,177.0,2024-03-08,TikTok,Positive
219.8956558119125,1.3,72.0,5.0,45.2,881.791311623825,220.44782790595625,205.59710387460837,1151.0,177.0,2024-03-08,TikTok,Positive
222.6855685482428,3.0,77.0,3.65,47.66,692.2073587300265,230.73578624334215,218.5618561827476,1151.0,147.0,2024-03-29,Unknown,Neutral
249.36778571038488,3.8,77.0,3.65,47.66,1183.2957666613408,295.8239416653352,318.09858888711364,1151.0,153.0,2024-03-15,Unknown,Neutral
233.52179018178376,3.0,77.0,3.65,47.66,692.2073587300265,230.73578624334215,217.73578624334215,1151.0,147.0,2024-03-29,Unknown,Neutral
282.7506361238081,1.1,77.0,3.65,47.66,831.8086297271818,277.2695432423939,384.5835453746027,1151.0,107.0,2024-03-05,Unknown,Neutral
531.6785168937563,2.6,77.0,3.65,47.66,1137.6785168937563,379.2261722979188,277.3018770410586,1151.0,159.0,2024-02-23,Unknown,Neutral
275.0579936033738,1.1,77.0,3.65,47.66,831.8086297271818,277.2695432423939,326.2695432423939,1151.0,107.0,2024-03-05,Unknown,Neutral
284.3969388428852,1.5,53.0,4.0,33.4,1702.174955326433,283.69582588773886,282.7989796142951,1151.0,105.0,2024-03-14,TikTok,Neutral
284.3969388428852,1.5,96.0,3.2,58.88,1702.174955326433,283.69582588773886,283.5979592285901,1151.0,105.0,2024-03-14,TikTok,Neutral
284.6905388203313,1.5,53.0,4.0,33.4,1702.174955326433,283.69582588773886,284.4948055020339,1151.0,105.0,2024-03-14,TikTok,Neutral
284.6905388203313,1.5,96.0,3.2,58.88,1702.174955326433,283.69582588773886,284.59267216118263,1151.0,105.0,2024-03-14,TikTok,Neutral
163.11949944677465,2.5226429437253826,77.0,3.65,47.66,325.4282668612117,162.71413343060584,162.71413343060584,1151.0,197.99135977950567,2024-01-06,Unknown,Neutral
473.411950435838,3.6,95.0,4.1,58.64,1820.823900871676,455.205975217919,459.137316811946,1151.0,152.0,2024-01-16,Facebook,Positive
473.411950435838,3.6,81.0,4.2,50.28,1820.823900871676,455.205975217919,466.274633623892,1151.0,152.0,2024-01-16,Instagram,Positive
